SSDSE-A-2026,Prefecture,Municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2108,C210832,C210833,C210835,C210836,C210837,C210838,C210839,C210840,C210841,C210844,C210845,C210846,C210847,C210848,C210849,C210850,C210851,C210852,C2208,C220832,C220833,C220835,C220836,C220837,C220838,C220839,C220840,C220841,C220844,C220845,C220846,C220847,C220848,C220849,C220850,C220851,C220852,C310201,C310202,D1202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3901,E3904,E3905,E3906,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J250302
R33213,â™éRåß,ê‘î÷és,42661,20454,22207,42018,20107,21911,5745,2985,2760,22267,10898,11369,14377,6402,7975,7208,3021,4187,483,228,638,947,1084,16439,16406,41726,10858,3805,5244,2995,2161,99,58,20936,7674,1287,16,0,3,177,135,1,5,50,298,14,21,34,100,122,32,162,17,100,13524,206,0,12,866,4161,2,7,583,2592,150,44,400,591,561,229,2368,143,609,1215,661,265,89.2,7.6,21935938,4976713,20525812,7009863,1644073,2451487,6255,6,224,12,223,2456,6,139,1540,0,0,0,0,1,507,20552,11043,9509,725,464,261,13828,5026,8802,1623,5895,12503,14,4,41759,2915,249,84,7,1,34,25,49,30,67,13
R33214,â™éRåß,ê^íÎés,42725,20397,22328,42384,20254,22130,4863,2507,2356,20687,10589,10098,17061,7230,9831,9445,3458,5987,291,189,835,677,973,15845,15781,41195,8216,4218,4749,2560,2406,122,58,82853,17432,2304,48,5,5,316,216,3,9,64,630,27,68,69,230,201,46,150,36,181,16787,307,9,42,1527,4170,24,63,784,3594,236,156,237,1081,641,103,2797,253,763,2648,1737,423,91.7,10.7,35484986,5298683,33516731,7825503,2765845,3359741,139694,1,0,21,234,1969,6,106,979,0,0,0,0,2,642,21873,11875,9998,578,404,174,14448,5095,9353,2810,5745,12698,9,7,41864,8413,546,157,6,5,49,17,76,24,75,12
R33215,â™éRåß,î¸çÏés,25939,12452,13487,25456,12146,13310,2612,1349,1263,12356,6355,6001,10800,4642,6158,6017,2230,3787,380,96,566,501,721,10793,10761,25121,5636,3577,3278,1829,2019,57,31,42929,9899,1219,23,1,0,149,145,1,4,31,275,8,30,34,132,118,20,91,35,122,10182,233,6,0,926,3053,13,25,404,1730,120,64,255,903,371,98,1405,191,385,1477,1189,292,90.8,10.8,24258298,3601554,22652676,5228830,3387767,1807909,39772,2,12,8,125,1050,5,74,519,0,0,0,0,1,277,12541,6921,5620,472,325,147,9624,3485,6139,1374,3937,6988,18,6,25235,2558,240,90,3,3,24,10,30,14,31,3
R33216,â™éRåß,êÛå˚és,32772,15760,17012,32437,15648,16789,3589,1854,1735,17005,8550,8455,12047,5290,6757,6616,2725,3891,225,155,543,684,808,12615,12591,32221,7904,3034,4313,2264,1717,88,37,6646,3700,926,3,0,0,88,110,4,5,37,263,12,25,29,61,89,37,83,8,72,8935,18,0,0,484,2505,8,6,859,1942,130,53,87,396,222,432,1308,67,418,316,965,176,89.9,7.4,16365123,3654657,14897142,4999685,1971593,1811476,1751,3,102,8,132,1393,4,100,1091,0,0,0,0,3,1805,14962,8118,6844,592,418,174,12086,4586,7500,589,4623,9031,5,3,33019,6792,218,39,5,2,17,13,35,17,43,4
R33346,â™éRåß,òaãCí¨,13623,6468,7155,13351,6330,7021,1266,649,617,6727,3446,3281,5598,2358,3240,3131,1175,1956,248,37,262,293,358,5296,5270,12812,3058,1491,1770,957,857,20,19,14421,3497,515,7,1,0,61,80,0,1,21,120,7,16,13,34,43,11,49,9,42,4730,133,1,0,252,1635,0,2,201,703,66,44,38,165,169,19,1117,76,109,492,392,124,81.3,7.9,9485624,1851973,8623047,2284614,1273240,986352,0,0,0,3,53,507,2,36,257,0,0,0,0,1,285,6211,3347,2864,248,168,80,5512,2109,3403,435,2047,3521,5,2,12995,431,100,22,1,2,10,5,17,8,25,3
R33423,â™éRåß,ëÅìáí¨,12368,5930,6438,12285,5894,6391,2027,1058,969,6881,3336,3545,3433,1518,1915,1773,745,1028,67,121,149,440,423,4522,4514,12034,3070,974,1224,706,470,41,22,762,670,479,0,0,0,53,39,0,2,68,125,3,26,10,24,33,9,36,2,49,8008,0,0,0,371,613,0,2,1810,2237,40,92,60,243,134,28,1033,26,1319,85,51,65,85.9,6.1,6216058,2121178,5916025,2128581,593603,648350,0,1,118,1,51,871,1,31,380,0,0,0,0,0,0,5646,2964,2682,196,122,74,3971,1496,2475,101,1285,4143,1,1,12725,98,53,17,2,1,10,6,34,14,38,3
R33445,â™éRåß,ó¢èØí¨,10950,5206,5744,10795,5156,5639,1525,809,716,5965,2901,3064,3454,1491,1963,1892,758,1134,155,70,144,226,285,4138,4128,10721,2664,996,1222,643,517,17,17,1223,838,336,0,0,0,30,46,1,0,10,88,2,20,10,29,34,6,37,3,20,5041,0,0,0,106,2984,1,0,120,621,22,29,45,177,113,12,673,45,93,30,254,62,83.0,7.4,6123746,1544682,5607036,1652735,653382,514307,3196,2,65,2,48,663,1,27,314,0,0,0,0,0,0,5098,2713,2385,178,103,75,3625,1323,2302,131,1658,3160,3,1,11008,2766,68,22,0,1,5,4,8,6,18,2
R33461,â™éRåß,ñÓä|í¨,13414,6412,7002,13039,6230,6809,1423,706,717,6726,3418,3308,5207,2263,2944,2882,1150,1732,368,59,263,275,284,5000,4986,13045,2794,1278,1633,836,689,28,9,9062,3252,550,11,0,1,59,91,0,3,14,164,5,9,7,33,52,10,42,7,42,5548,333,0,19,438,2452,0,17,252,997,56,19,26,138,116,22,500,52,111,510,609,103,85.4,8.7,9849537,1604868,9356682,2394376,1438916,684332,1398,0,0,7,91,580,1,24,254,0,0,0,0,1,290,6465,3522,2943,246,170,76,5089,1929,3160,527,2207,3609,8,1,13296,1951,149,25,2,2,9,6,19,6,19,3
R33586,â™éRåß,êVèØë∫,813,380,433,802,370,432,99,45,54,368,187,181,346,148,198,212,83,129,11,3,11,19,35,331,331,813,158,104,96,59,59,2,0,6711,616,48,3,0,0,9,3,0,0,1,14,0,0,3,3,3,1,2,1,5,211,14,0,0,25,17,0,0,1,85,0,0,11,11,3,1,35,2,6,88,63,26,83.4,6.0,2477787,197128,2307776,305541,155233,139402,18510,0,0,1,8,33,1,9,17,0,0,0,0,0,0,438,230,208,11,7,4,264,97,167,115,69,252,1,0,837,33,11,3,0,0,1,1,1,1,0,1
R33606,â™éRåß,ãæñÏí¨,12062,5810,6252,11950,5769,6181,1485,814,671,5873,2949,2924,4674,2029,2645,2526,952,1574,84,79,217,274,353,4643,4618,11670,2587,1270,1386,780,775,32,19,41968,5253,493,30,1,0,69,42,5,2,15,104,2,7,15,43,42,3,53,11,49,5207,310,7,0,430,1117,9,15,375,1013,9,9,145,210,178,15,939,76,350,906,512,171,86.8,11.8,12618071,2025502,12022761,2651966,1380966,1863633,18372,1,12,5,72,617,1,26,306,0,0,0,0,0,0,5890,3198,2692,214,152,62,4331,1574,2757,826,1462,3584,13,1,12312,1616,83,23,2,2,11,7,19,6,11,5
R33622,â™éRåß,èüâõí¨,10888,5204,5684,10835,5184,5651,1580,817,763,5821,2877,2944,3465,1499,1966,1849,688,1161,46,63,146,307,347,4089,4079,10531,2428,1067,1097,588,515,37,18,5405,3072,448,12,0,1,50,72,1,2,19,92,4,10,12,44,37,14,38,7,33,5930,65,0,15,363,2945,8,4,406,593,29,78,60,149,87,75,849,64,140,553,265,108,83.3,13.0,6890988,1939257,6395773,1953417,834160,667955,769,0,0,2,47,624,1,28,304,0,0,0,0,1,291,5349,2902,2447,190,120,70,3221,1098,2123,558,1734,2825,1,1,10847,504,75,34,0,1,6,4,12,9,28,5
R33623,â™éRåß,ìﬁã`í¨,5578,2788,2790,5552,2774,2778,736,372,364,2864,1572,1292,1977,844,1133,1052,394,658,26,38,92,225,391,1942,1934,5206,1137,447,588,329,292,20,9,6952,2022,239,22,0,0,27,36,5,0,4,61,0,0,6,19,15,3,13,5,23,2129,215,0,0,288,839,13,0,23,307,0,0,15,71,19,3,223,36,77,359,148,54,83.0,8.2,6779794,777097,6240837,920582,448766,1978040,418,0,0,1,24,290,1,16,139,0,0,0,0,0,0,3012,1765,1247,68,43,25,1698,574,1124,454,697,1790,1,1,5755,0,55,13,0,0,5,2,6,3,2,1
R33643,â™éRåß,êºàæëqë∫,1398,651,747,1392,647,745,178,86,92,725,360,365,495,205,290,251,83,168,6,6,22,39,30,575,575,1398,268,204,135,71,105,6,0,5797,418,82,3,0,0,19,17,1,1,1,13,0,1,4,5,4,4,4,1,4,397,18,0,0,50,120,1,1,2,43,0,5,54,32,8,3,52,3,5,79,66,29,94.5,12.7,3736487,139988,3483938,408817,171275,265773,4026,1,20,1,12,65,1,12,52,0,0,0,0,0,0,729,375,354,26,19,7,411,145,266,85,201,405,0,1,1352,85,13,2,0,0,1,1,0,1,0,1
R33663,â™éRåß,ãvïƒìÏí¨,4530,2173,2357,4493,2162,2331,398,194,204,2098,1068,1030,2034,911,1123,1156,478,678,37,18,90,87,116,1793,1788,4266,1046,520,642,388,386,12,3,7865,2363,163,7,0,0,20,18,3,0,1,42,0,4,7,13,8,3,16,4,17,1251,69,0,0,69,467,4,0,7,264,0,8,11,49,14,4,215,25,45,436,187,65,85.3,11.3,4560137,521755,4295636,837796,378665,425489,15293,0,0,3,41,139,1,15,75,0,0,0,0,0,0,2224,1209,1015,57,41,16,1831,717,1114,563,478,1181,3,1,4366,921,38,10,0,0,5,2,1,2,4,3
R33666,â™éRåß,î¸çÁí¨,13053,6230,6823,12978,6218,6760,1423,726,697,6205,3194,3011,5421,2306,3115,2998,1091,1907,75,52,305,234,321,5028,5014,12512,2839,1368,1649,904,943,26,13,23217,6021,522,13,0,0,80,74,0,1,12,103,5,7,13,29,51,11,40,19,64,4359,280,0,0,473,1437,0,47,164,408,24,16,92,131,132,19,637,97,402,809,520,178,80.9,9.8,14287977,1611313,13876932,2829793,1198440,2632173,48872,0,0,2,32,281,1,16,154,2,62,256,141,0,0,6333,3499,2834,231,157,74,4980,1800,3180,1041,1721,3540,3,3,12963,2501,89,17,0,1,11,5,6,9,3,4
R33681,â™éRåß,ãgîıíÜâõí¨,10886,5275,5611,10658,5209,5449,962,509,453,5377,2828,2549,4529,1923,2606,2562,924,1638,228,25,237,264,287,4283,4240,9855,2206,1427,1366,770,765,16,10,26878,7340,478,25,0,0,60,62,0,3,11,113,3,5,4,29,40,11,46,13,53,4722,212,0,0,255,1890,0,4,69,453,22,15,9,120,92,232,1121,66,162,1048,451,127,89.3,8.6,11664468,1335614,11243575,2374430,567168,855154,67454,0,0,10,116,423,2,42,209,0,0,0,0,1,225,5563,3040,2523,163,110,53,3942,1471,2471,1078,1582,2749,10,2,10399,2210,94,18,0,2,13,5,19,7,12,3
R34100,çLìáåß,çLìáés,1200754,579415,621339,1159414,559326,600088,158290,80812,77478,706497,349371,357126,300882,130009,170873,151253,59360,91893,17500,7868,12639,51653,53221,555123,554462,1176915,303650,224636,112952,64186,63569,5007,1850,90669,29500,52401,92,10,5,4954,2393,71,883,1249,12953,1008,4936,3157,6236,4203,1797,4637,239,3578,593108,860,143,54,44780,58872,4877,19586,32759,133659,17881,21717,23716,44779,21955,20263,81601,4514,61092,1279,3910,5890,98.2,9.8,710147785,242137534,705188318,236371354,108506932,113902505,5324832,80,7392,146,4057,62524,79,2238,33920,0,0,0,0,41,31489,563681,305454,258227,20532,11852,8680,336400,116380,220020,4755,118098,424052,71,14,1179992,15210,7755,5515,210,73,1206,674,3922,1276,3525,208
R34202,çLìáåß,å‡és,214592,103816,110776,210692,101713,108979,23037,11704,11333,114245,59028,55217,75706,32156,43550,41692,16083,25609,3022,867,3470,4898,6631,94483,94223,203283,55582,33246,27399,15960,17176,657,269,35204,14656,8702,25,26,2,806,805,20,40,302,2210,135,364,320,997,831,284,855,91,589,85730,207,306,15,4525,21681,216,359,4706,15461,1795,1194,2220,5581,3114,2125,16178,700,5347,848,1393,1031,93.8,6.0,112300779,30924244,108836845,39545027,10443562,10470390,2520316,14,870,36,668,8472,27,417,4703,1,26,193,75,10,4004,100089,56423,43666,3820,2424,1396,79140,28724,50416,2416,27422,67611,0,7,206283,16897,1722,844,27,21,209,127,735,207,575,37
R34203,çLìáåß,í|å¥és,23993,11434,12559,23661,11266,12395,2126,1074,1052,11643,5953,5690,10082,4316,5766,5597,2125,3472,228,85,481,604,722,10682,10651,22927,6236,3645,3581,2116,1991,55,21,11823,3554,1193,10,2,0,140,86,3,3,39,313,18,55,37,148,101,29,86,14,109,9889,142,47,0,848,1777,8,16,522,2092,156,127,320,757,322,193,1974,111,477,186,420,199,91.6,8.3,14335968,4951898,13733453,4899635,1551584,899236,531657,0,0,7,82,615,2,37,326,2,54,159,101,2,271,10734,5892,4842,478,317,161,9847,3691,6156,522,3192,6918,0,1,23209,5341,259,113,4,3,22,11,48,13,58,2
R34204,çLìáåß,éOå¥és,90573,43155,47418,88139,41925,46214,10438,5431,5007,47477,23755,23722,32182,13705,18477,17130,6496,10634,2130,382,1453,1836,2233,39091,38997,87427,22522,13192,11084,6469,6136,210,115,47151,15477,4126,68,1,0,364,338,8,24,139,959,48,328,162,458,357,125,363,45,339,38820,1011,33,0,2523,8876,109,171,2066,6744,596,809,686,2801,1273,1090,6814,610,2608,1642,1179,616,95.2,9.4,54241529,13863727,52500075,17155826,5527823,4013261,1980944,19,518,22,357,4174,13,230,2459,0,0,0,0,5,2362,42353,23007,19346,1417,930,487,32644,11790,20854,2238,12606,26267,6,4,88315,5654,740,372,10,7,62,48,208,67,204,13
R34205,çLìáåß,îˆìπés,131170,63468,67702,127797,61021,66776,14313,7337,6976,68334,35201,33133,47641,20352,27289,25780,9858,15922,2718,516,2226,2689,3276,57519,57379,127680,32635,19904,16788,9447,9365,306,173,28489,14035,6862,31,2,1,566,753,11,35,203,1760,91,458,231,803,541,220,565,75,516,59450,340,2,3,3688,16338,190,111,3746,11594,874,1043,1058,4122,1775,1212,8889,669,3796,1336,2226,586,94.5,7.3,65523362,17935197,64487530,25055650,3982827,6744200,565511,12,487,24,473,5468,17,285,2958,0,0,0,0,8,2706,61821,34597,27224,2190,1432,758,48235,17547,30688,2972,19607,38136,34,5,128757,47900,1276,661,18,10,118,63,362,94,384,23
R34207,çLìáåß,ïüéRés,460930,224246,236684,446471,216471,230000,60655,31047,29608,260383,131056,129327,132167,57503,74664,67599,26647,40952,8231,3053,5683,8888,10085,193371,192976,451291,109241,64876,46235,24580,21235,1766,749,51772,25529,20353,44,7,1,1835,2315,30,148,509,4929,361,1573,868,1996,1810,664,1745,129,1389,213285,532,84,2,15477,43944,433,2364,12683,43546,4279,4959,6999,15283,7815,5895,31218,1666,16106,1316,4937,2255,83.2,1.3,222295714,77206575,213823764,84025293,18850218,26992444,126282,40,2194,73,1682,23613,36,858,12777,2,70,460,301,19,10669,212140,116105,96035,7716,4576,3140,134521,48172,86349,3059,64490,136438,79,7,458697,35458,3384,1726,80,35,344,222,1074,353,1183,65
R34208,çLìáåß,ï{íÜés,37655,18115,19540,37039,17797,19242,3922,2039,1883,19284,9941,9343,14371,6097,8274,7903,3071,4832,562,131,657,625,897,15030,14988,36529,8499,4301,4631,2443,2146,74,45,19575,4568,2133,22,0,3,135,416,1,7,32,487,31,164,54,188,192,60,162,20,159,18756,245,0,18,763,7677,4,23,611,2898,355,287,163,798,873,200,2747,196,898,400,855,297,96.5,9.2,22652618,5015361,21738146,7554767,2740253,1731377,342338,1,60,6,93,794,2,39,412,2,91,654,363,3,943,17636,9669,7967,775,530,245,14028,5208,8820,558,6632,10072,15,2,36051,3004,407,149,6,3,33,19,62,25,76,10
R34209,çLìáåß,éOéüés,50681,24220,26461,49622,23670,25952,5947,3045,2902,25685,13083,12602,18437,7715,10722,10246,3668,6578,628,276,918,1133,1371,21377,21292,48406,11456,7411,5614,3155,3409,159,65,77818,18821,2762,85,0,0,276,151,9,9,80,725,44,92,93,289,248,69,220,48,324,22725,1071,0,0,1756,3780,109,41,1517,4509,358,414,506,1325,788,295,3605,482,2169,2162,1076,420,98.4,7.0,40990555,6791242,39400236,10232975,4206129,3994756,1252272,2,195,21,255,2276,13,188,1288,0,0,0,0,3,1045,24930,13507,11423,657,394,263,14963,5119,9844,2628,5195,15816,0,8,48971,8289,575,244,7,4,52,21,148,31,115,21
R34210,çLìáåß,èØå¥és,33633,16014,17619,33126,15782,17344,3438,1744,1694,15411,8010,7401,14579,6138,8441,8445,3059,5386,400,111,731,545,818,13794,13731,31992,6736,4717,4153,2381,2441,57,46,124649,18902,1834,92,1,3,166,145,2,3,56,472,18,62,39,154,165,30,151,51,224,14396,1149,14,41,1054,2344,7,4,600,2835,137,167,153,765,514,190,2928,492,1002,2859,836,401,96.8,11.3,34370671,3838897,33358062,7881719,2976103,2031314,2780554,1,35,15,177,1352,7,104,678,0,0,0,0,4,645,16957,9312,7645,406,267,139,12055,4274,7781,3180,3271,10058,0,7,32160,9452,404,119,4,5,35,18,76,25,59,16
R34211,çLìáåß,ëÂí|és,26319,12820,13499,25944,12609,13335,2859,1474,1385,13975,7270,6705,9406,4021,5385,5128,1976,3152,320,115,431,783,912,11591,11568,25255,6783,4060,3428,1925,1758,78,33,7866,2011,1040,4,4,0,114,83,5,7,40,269,17,46,39,81,94,27,98,13,99,12942,15,43,0,647,4340,76,62,799,2015,143,131,453,573,240,127,2439,130,709,79,171,202,96.1,13.5,17396171,5233513,16635373,4598800,3379361,1198026,84166,1,103,4,81,1175,3,49,575,0,0,0,0,1,341,11807,6788,5019,547,338,209,10063,3611,6452,295,4063,7318,4,1,25842,199,226,71,4,3,25,14,98,28,74,5
R34212,çLìáåß,ìåçLìáés,196608,99690,96918,185140,94175,90965,26734,13759,12975,118251,62572,55679,45736,20250,25486,22700,9149,13551,6626,1234,1903,6376,6029,90158,89988,190967,46309,38700,16994,9943,7449,701,297,63515,23651,7014,74,4,1,647,739,27,44,273,1602,73,642,283,628,537,283,584,55,518,93345,1052,38,1,3944,23796,238,385,5663,17516,835,1929,2334,6131,3059,6720,12108,710,6886,2975,2339,1088,92.4,2.3,104379466,37722389,101481145,32757830,10325585,10593494,6077771,8,920,33,758,10986,18,427,5982,0,0,0,0,9,3934,93624,52949,40675,2863,1766,1097,53425,20254,33171,3382,27661,58898,0,7,190386,9597,1215,519,38,14,133,83,404,108,360,49
R34213,çLìáåß,ì˘ì˙ésés,114173,54393,59780,112237,53425,58812,14927,7712,7215,63443,30726,32717,34962,15448,19514,17121,6896,10225,1244,716,1414,3208,3274,47821,47722,111564,31090,13755,13685,7972,5785,324,154,48949,6649,4220,22,20,0,413,296,11,30,148,1074,56,281,160,480,345,145,443,38,258,44492,172,239,0,2419,8401,140,103,3946,9606,419,955,638,4286,1641,1109,8063,536,1819,413,829,831,94.5,6.0,60728906,16391503,59798756,20300930,6550832,5300936,302621,7,924,17,429,6382,11,222,3031,0,0,0,0,5,2493,55016,29313,25703,1752,1014,738,34917,12492,22425,1180,12733,39365,17,3,116068,8770,830,380,17,9,95,58,323,95,247,34
R34214,çLìáåß,à¿å|çÇìcés,26448,12614,13834,25724,12285,13439,2621,1333,1288,12684,6532,6152,11112,4723,6389,6200,2267,3933,696,115,549,486,672,11060,11008,24908,6090,3668,3500,2052,2011,49,35,53771,11075,1240,58,3,1,140,155,1,2,38,292,10,39,35,93,97,25,116,16,119,13200,949,10,11,743,3787,2,17,574,1924,83,194,589,446,623,120,2604,61,463,1568,946,252,94.4,11.6,21371425,3614961,20438072,5859384,1711883,1587401,936261,2,38,7,119,1069,6,93,590,0,0,0,0,2,328,13228,7196,6032,317,213,104,8679,3051,5628,1421,3590,7339,0,6,26758,6328,242,71,2,1,28,17,61,22,86,9
R34215,çLìáåß,ç]ìcìáés,21930,11025,10905,21315,10632,10683,1657,871,786,10656,6062,4594,9572,4058,5514,5355,2033,3322,584,66,448,1051,1046,10141,10072,20193,5462,3948,3322,2004,2317,63,19,10065,4444,1030,9,25,3,116,78,5,1,46,261,11,75,22,109,90,14,74,28,63,6898,93,301,12,550,1140,38,1,398,1295,87,140,48,437,231,54,1600,178,295,138,443,238,97.1,7.4,15882960,2424074,15349764,4309550,1497491,1112708,204922,0,0,6,81,678,4,58,352,0,0,0,0,1,90,10498,6368,4130,357,255,102,9117,3347,5770,1293,1931,7206,2,2,21023,4640,234,86,2,3,18,10,40,15,37,5
R34302,çLìáåß,ï{íÜí¨,51155,25007,26148,50362,24638,25724,7520,3867,3653,30651,15393,15258,12570,5557,7013,6440,2632,3808,615,442,554,1810,2265,21615,21595,50401,14023,6561,4964,2731,2508,213,61,1041,593,1567,1,0,0,139,59,2,5,30,452,19,123,71,180,161,74,166,8,77,25326,1,0,0,842,11879,25,17,348,4490,183,335,351,1714,657,468,3175,121,720,8,16,212,95.5,8.0,18780049,7484302,18383624,7732999,1713798,1873579,596,5,673,5,177,3251,2,73,1224,0,0,0,0,1,613,25191,14013,11178,859,495,364,14317,4937,9380,71,6458,17898,2,1,52709,789,368,166,7,1,41,28,126,45,157,6
R34304,çLìáåß,äCìcí¨,29636,14588,15048,28701,14140,14561,4391,2227,2164,18016,9203,8813,7061,3069,3992,3498,1398,2100,831,318,313,1341,1349,12891,12883,29343,7973,4288,2819,1542,1390,166,47,1379,719,1113,1,0,0,70,87,11,3,39,230,18,162,38,125,99,46,114,8,62,12579,4,0,0,486,3305,20,11,832,2329,251,447,157,1047,551,524,1612,292,711,12,72,160,83.6,6.5,14799654,4930006,13957021,5115666,1404732,1147683,20696,3,385,4,125,1834,3,68,904,0,0,0,0,2,2289,14414,8074,6340,605,362,243,8428,2882,5546,74,4282,9867,2,1,30820,287,163,105,7,2,34,19,38,46,66,7
R34307,çLìáåß,åFñÏí¨,22834,10958,11876,22601,10841,11760,2886,1484,1402,11778,5834,5944,8136,3616,4520,4330,1864,2466,200,137,311,751,639,9422,9413,22579,6513,2361,3275,1985,1458,66,41,3376,1239,708,1,0,0,70,150,3,2,24,162,9,22,13,53,61,19,74,5,40,5970,8,0,0,320,1957,5,3,327,1253,68,54,39,276,223,169,980,53,235,118,330,118,92.0,6.0,10473748,2467107,10131923,4186622,1038622,814166,54809,3,188,4,99,1182,2,52,617,0,0,0,0,1,380,10592,5756,4836,407,266,141,8393,3162,5231,164,3688,6685,2,1,23543,785,142,44,3,0,15,13,17,17,19,4
R34309,çLìáåß,ç‚í¨,12582,5984,6598,12385,5857,6528,1826,910,916,7021,3468,3553,3716,1593,2123,1955,748,1207,182,82,169,496,608,5232,5227,12430,3335,1551,1382,770,749,38,25,1569,786,450,1,3,0,34,37,1,1,75,134,3,11,10,37,32,10,30,6,25,7638,6,48,0,323,596,4,1,2306,1811,11,88,139,455,234,196,1056,42,322,0,33,77,85.9,4.5,8376465,2222552,7689987,2169575,1327109,794044,161418,0,0,3,63,697,2,26,346,0,0,0,0,1,610,5897,3219,2678,229,138,91,4208,1491,2717,101,1446,4216,1,1,12678,138,89,33,3,1,10,3,43,5,23,2
R34368,çLìáåß,à¿å|ëæìcí¨,5740,2675,3065,5698,2666,3032,466,221,245,2283,1202,1081,2991,1252,1739,1813,662,1151,42,8,145,154,207,2588,2577,5402,1326,952,941,579,668,11,8,34189,4035,433,10,2,0,68,34,1,2,9,110,2,7,12,42,35,1,32,11,55,2257,92,25,0,313,289,19,2,83,468,7,13,16,144,75,1,439,69,202,194,459,102,97.8,12.1,8523765,848980,8175168,1445751,941269,468748,131290,0,0,4,32,197,2,30,90,0,0,0,0,1,113,2658,1474,1184,57,35,22,2436,888,1548,238,580,1761,2,3,5586,861,104,29,0,1,5,4,13,5,13,3
R34369,çLìáåß,ñkçLìáí¨,17763,8768,8995,17065,8346,8719,1805,899,906,8732,4768,3964,6917,2911,4006,3921,1410,2511,485,77,352,396,478,7677,7640,16772,3862,2860,2138,1294,1234,37,26,64620,11015,1101,88,2,0,128,124,4,6,41,222,7,44,29,109,77,25,76,19,100,10224,1028,22,0,658,3624,11,12,507,1263,63,70,132,573,287,204,1273,107,390,1197,719,183,88.9,12.9,16233700,2943760,15919098,3650941,1457930,1356099,576023,0,0,7,87,591,4,60,411,1,33,103,53,3,611,9578,5412,4166,196,142,54,5675,2012,3663,1521,2850,4996,0,1,17262,473,195,65,1,3,13,10,29,13,25,3
R34431,çLìáåß,ëÂçËè„ìáí¨,7158,3663,3495,7012,3564,3448,553,273,280,3228,1979,1249,3305,1350,1955,1978,719,1259,146,12,166,300,334,3437,3421,6436,1629,1557,1080,692,861,16,7,4311,2770,525,4,2,0,44,46,1,5,31,142,7,52,16,37,24,16,49,10,39,3206,91,8,0,249,619,15,14,432,576,42,54,50,208,76,162,430,43,137,199,176,82,85.6,10.2,8222612,1167099,7806580,1469054,663954,569376,3680,1,23,3,32,177,2,35,202,0,0,0,0,2,230,3152,1888,1264,64,45,19,3294,1384,1910,487,725,1934,4,0,6920,1711,123,21,1,0,11,5,7,7,8,0
R34462,çLìáåß,ê¢óÖí¨,15125,7156,7969,14859,7065,7794,1560,769,791,6893,3495,3398,6342,2713,3629,3530,1314,2216,255,50,342,340,438,6085,6071,14663,3209,1734,1928,1146,974,22,15,27814,8569,859,82,1,0,85,79,3,1,19,215,8,17,27,74,69,26,56,15,82,6236,1338,13,0,375,943,8,1,197,1373,69,53,71,302,232,101,658,77,425,1139,558,154,92.9,9.5,12301378,1989918,11663796,3187689,1063752,727771,247101,0,0,4,76,640,3,45,348,0,0,0,0,1,274,7981,4323,3658,220,150,70,5016,1727,3289,1970,1639,4310,0,3,14966,2159,189,62,2,1,8,4,24,6,23,3
R34545,çLìáåß,ê_êŒçÇå¥í¨,8250,3932,4318,8159,3909,4250,707,373,334,3484,1805,1679,4058,1753,2305,2414,912,1502,88,21,208,139,215,3339,3320,7839,1659,1038,1148,675,686,8,2,38198,7123,489,35,0,0,60,60,2,3,19,119,4,2,13,27,31,5,43,15,51,3152,363,0,0,296,720,5,6,109,416,19,2,69,151,66,50,561,78,241,793,551,132,78.3,6.0,12943526,1035700,12298688,2091046,793060,937509,706044,1,24,6,69,320,2,28,163,0,0,0,0,1,170,4351,2355,1996,112,81,31,3046,1104,1942,1057,985,2248,1,1,8070,1441,105,22,0,1,4,5,12,5,7,5
R35201,éRå˚åß,â∫ä÷és,255051,118683,136368,249196,115771,133425,28155,14387,13768,133298,65281,68017,90326,36995,53331,47776,17384,30392,3872,1205,4164,5014,6059,115817,115525,245933,64058,43266,31298,17816,19483,704,325,71628,24292,11167,83,10,6,968,659,17,63,312,3005,227,763,416,1266,993,328,1070,117,864,106896,1076,122,49,6640,16347,355,721,6737,22445,2826,2685,3102,8792,4197,2883,19779,880,7260,2488,1033,1479,95.8,10.0,150241559,32970868,144925985,47393554,15359527,11353042,491594,18,1286,42,827,10898,24,470,5589,0,0,0,0,14,5036,118929,62638,56291,4445,2813,1632,88559,30917,57642,4655,27859,83549,34,6,247659,7086,2284,1051,34,20,260,126,713,201,619,34
